"Var1","Var2","Freq"
"maternal_bmi_3..25.","maternal_bmi_2..18.5.24.9",-0.629297759738515
"maternal_bmi_2..18.5.24.9","maternal_bmi_3..25.",-0.629297759738515
"dd_quintile","icfi_vitA_score",0.621102740556326
"icfi_vitA_score","dd_quintile",0.621102740556326
"siblings_4..4.or.more","sibs",0.620105013870058
"sibs","siblings_4..4.or.more",0.620105013870058
"dietary_diversity_score","icfi_lentils_score",0.611644304322815
"icfi_lentils_score","dietary_diversity_score",0.611644304322815
"icfi_other_fruits_score","icfi_vitA_score",0.6068088823914
"icfi_vitA_score","icfi_other_fruits_score",0.6068088823914
"hh_members_1..4.or.less","hhadults_3..3..adults",-0.604826684067745
"hhadults_3..3..adults","hh_members_1..4.or.less",-0.604826684067745
"maternal_bmi_2..18.5.24.9","maternal_bmi_1....18.5",-0.600466922579959
"maternal_bmi_1....18.5","maternal_bmi_2..18.5.24.9",-0.600466922579959
"m_ht_2..4feet8.to.5feet2","m_ht_1..5feet2.or.higher",-0.593892813186176
"m_ht_1..5feet2.or.higher","m_ht_2..4feet8.to.5feet2",-0.593892813186176
"toilet_type_2..pit.or.dry.toilet","toilet_type_1..flush.toilet",-0.584542352751007
"toilet_type_1..flush.toilet","toilet_type_2..pit.or.dry.toilet",-0.584542352751007
"child_diarrhea","infectious_disease",0.584203221656553
"infectious_disease","child_diarrhea",0.584203221656553
"still_breastfed","child_age",-0.560950295611064
"child_age","still_breastfed",-0.560950295611064
"brothers_count","sex_male",0.553155510886962
"sex_male","brothers_count",0.553155510886962
"siblings_1..one","siblings_0..none",-0.552964045485268
"siblings_0..none","siblings_1..one",-0.552964045485268
"sibs","sisters_count",0.551064691265961
"sisters_count","sibs",0.551064691265961
"dietary_diversity_score","icfi_dairy_score",0.545218149908406
"icfi_dairy_score","dietary_diversity_score",0.545218149908406
"maternal_height_4feet8inches_to_less_5feetinches","maternal_height_cm",-0.544043157993546
"maternal_height_cm","maternal_height_4feet8inches_to_less_5feetinches",-0.544043157993546
"m_height","maternal_height_4feet8inches_to_less_5feetinches",-0.543973708689871
"maternal_height_4feet8inches_to_less_5feetinches","m_height",-0.543973708689871
"religion_3..Christian","religion_1..Hindu.",-0.540683365471946
"religion_1..Hindu.","religion_3..Christian",-0.540683365471946
"wealth_quintile_1","house_partially_finished_no",0.538437056466735
"house_partially_finished_no","wealth_quintile_1",0.538437056466735
"house_finish_0..no.concrete.material","wealth_quintile_1",0.538437056466735
"wealth_quintile_1","house_finish_0..no.concrete.material",0.538437056466735
"wealth_quintile_1","floor_finish",-0.538437056466734
"floor_finish","wealth_quintile_1",-0.538437056466734
"house_finish_1..some.concrete.material","wealth_quintile_1",-0.538437056466734
"wealth_quintile_1","house_finish_1..some.concrete.material",-0.538437056466734
"dd_quintile","icfi_milk_score",0.538287107959489
"icfi_milk_score","dd_quintile",0.538287107959489
"hh_members_1..4.or.less","hhadults_2..2.adults",0.537577860503985
"hhadults_2..2.adults","hh_members_1..4.or.less",0.537577860503985
"child_fever","child_cough",0.512550012563839
"child_cough","child_fever",0.512550012563839
"child_anemia_4","child_anemia_2",-0.51157659230596
"child_anemia_2","child_anemia_4",-0.51157659230596
"dietary_diversity_score","icfi_eggs_fish_score",0.510865775340251
"icfi_eggs_fish_score","dietary_diversity_score",0.510865775340251
"brothers_count","total_living_children",0.509856072742206
"total_living_children","brothers_count",0.509856072742206
"preg_iron_4..6..mo","iron_3mo",0.50354016771045
"iron_3mo","preg_iron_4..6..mo",0.50354016771045
